"Year","Seas","Fleet","Gender","Partition","AgeError","LbinLo","LbinHi","nSamps","Age_0","Age_1","Age_2","Age_3","Age_4","Age_5","Age_6","Age_7","Age_8","Age_9","Age_10","Age_11","Age_12","Age_13","Age_14","Age_15","Age_16","Age_17","Age_18","Age_19","Age_20"
"2016","7","9","2","0","1","32","32",1,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016","7","9","2","0","1","38","38",1,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016","7","9","2","0","1","40","40",1,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016","7","9","2","0","1","42","42",3,"0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016","7","9","2","0","1","44","44",3,"0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016","7","9","2","0","1","46","46",12,"0","0","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016","7","9","2","0","1","48","48",7,"0","0","0","4","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"2016","7","9","2","0","1","50","50",12,"0","0","0","7","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016","7","9","2","0","1","52","52",18,"0","0","0","9","3","0","1","0","4","0","0","0","1","0","0","0","0","0","0","0","0"
"2016","7","9","2","0","1","54","54",18,"0","0","0","10","5","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016","7","9","2","0","1","56","56",9,"0","0","0","4","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2016","7","9","2","0","1","58","58",15,"0","0","0","5","5","1","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2016","7","9","2","0","1","60","60",13,"0","0","0","2","4","2","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0"
"2016","7","9","2","0","1","62","62",13,"0","0","0","1","5","4","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2016","7","9","2","0","1","64","64",12,"0","0","1","1","6","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2016","7","9","2","0","1","66","66",8,"0","0","0","0","3","0","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2016","7","9","2","0","1","68","68",11,"0","0","0","0","3","5","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2016","7","9","2","0","1","70","70",6,"0","0","0","0","0","0","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2016","7","9","2","0","1","72","72",12,"0","0","0","0","1","1","1","1","3","3","0","2","0","0","0","0","0","0","0","0","0"
"2016","7","9","2","0","1","74","74",5,"0","0","0","0","1","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0"
"2016","7","9","2","0","1","76","76",2,"0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"2016","7","9","2","0","1","84","84",1,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
